Ticket_no,Customer complaints,Date,Date_month_year,Time,Received via,City,State,Zip,Status,Filling on behalf of someone
364028,Lack of consistent service,2015-06-25,25 June 2015,09:48:20,Internet,Rock Falls,Illinois,61071,Solved,No
234479,interne speed,2015-04-14,14 April 2015,12:32:35,Internet,Rockford,Illinois,61108,Open,No
279634,Comcast,2015-08-05,05 August 2015,07:55:00,Internet,Rockford,Illinois,61114,Solved,No
321250,Comcast ordered services that we never agreed to,2015-03-06,06 March 2015,14:31:34,Customer Care Call,Rockford,Illinois,61101,Open,No
324947,Billing Dispute,2015-05-06,06 May 2015,11:00:26,Customer Care Call,Rockford,Illinois,61108,Solved,No
339920,Comcast.net,2015-06-14,14 June 2015,13:21:52,Customer Care Call,Rockford,Illinois,61108,Open,No
282767,Comcast Taking almost 9 Days to solve My Internet issue,2015-10-05,05 October 2015,22:52:34,Customer Care Call,Rockvale,Tennessee,37153,Solved,No
353906,failure to provide imstallation .... Rockville Maryland 20852,2015-06-20,20 June 2015,14:39:52,Customer Care Call,Rockville,Maryland,20852,Solved,No
354916,Internet slow,2015-06-21,21 June 2015,21:35:01,Internet,Rockville,Maryland,20853,Solved,No
360993,Predatory billing by Comcast,2015-06-24,24 June 2015,09:17:05,Customer Care Call,Rockville,Maryland,20852,Solved,No
363593,Comcast Xfinity barely ever works and speed sucks,2015-06-24,24 June 2015,22:18:11,Internet,Rohnert Park,California,94928,Solved,No
322276,Email transfer/ problems,2015-03-06,06 March 2015,20:15:06,Internet,Rolling Meadows,Illinois,60008,Closed,No
320264,cramming charges on my phone/internet bill,2015-03-06,06 March 2015,06:27:09,Internet,Rome,Georgia,30161,Solved,No
361980,Throttled Internet Speeds,2015-06-24,24 June 2015,13:44:55,Internet,Roseville,California,95661,Pending,No
365185,Comcast billing problem,2015-06-25,25 June 2015,13:56:48,Internet,Roseville,Michigan,48066,Solved,No
222735,Comcast Over Charges with No Notification,2015-07-04,04 July 2015,18:47:12,Internet,Roswell,Georgia,30076,Closed,No
351135,Internet Availability,2015-06-19,19 June 2015,09:56:37,Internet,Roswell,Georgia,30075,Closed,Yes
371928,Comcast Internet usage caps,2015-06-29,29 June 2015,11:55:58,Internet,Roswell,Georgia,30075,Solved,No
280344,Comcast Service and Billing Issues,2015-08-05,05 August 2015,13:41:07,Internet,Round Lake Beach,Illinois,60073,Closed,No
359822,Internet Outages,2015-06-23,23 June 2015,19:07:14,Internet,Round Lake Beach,Illinois,60073,Solved,No
335619,Comcast Internet - Horrible Customer Service,2015-11-06,06 November 2015,18:03:18,Customer Care Call,Roxbury,Massachusetts,2119,Solved,No
244304,Comcast's customer service is awful,2015-04-20,20 April 2015,10:55:01,Internet,Royal Oak,Michigan,48067,Closed,No
252363,Manipulative billing issue,2015-04-23,23 April 2015,12:53:51,Internet,Royal Oak,Michigan,48067,Closed,No
262918,Comcast Advertised Wifi Internet speed not provided False Advertisment,2015-04-28,28 April 2015,20:27:51,Customer Care Call,Royal Oak,Michigan,48067,Closed,No
361212,Comcast's Internet is Slower Than What I Pay For,2015-06-24,24 June 2015,10:33:42,Internet,Royal Oak,Michigan,48073,Open,No
294188,Bad Practices,2015-05-17,17 May 2015,19:50:43,Customer Care Call,Royal Palm Beach,Florida,33411,Solved,No
306039,Over billing Comcast,2015-05-25,25 May 2015,16:43:43,Customer Care Call,Royal Palm Beach,Florida,33411,Open,No
363286,refusal to rectify,2015-06-24,24 June 2015,19:32:53,Customer Care Call,Royal Palm Beach,Florida,33411,Solved,No
213537,Comcast,2015-02-04,04 February 2015,09:05:56,Internet,Rumford,Rhode Island,2916,Closed,Yes
275479,Cable availability,2015-06-05,05 June 2015,10:26:49,Internet,Rural Valley,Pennsylvania,16249,Closed,No
213725,Data usage with Comcast,2015-02-04,04 February 2015,10:52:38,Internet,Rydal,Georgia,30171,Closed,No
231133,Billing Dispute,2015-12-04,04 December 2015,11:34:46,Internet,Sacramento,California,95838,Closed,No
238470,re complain against comcast email and telephone for home service,2015-04-16,16 April 2015,00:32:03,Internet,Sacramento,California,95828,Closed,No
274654,False Service,2015-05-05,05 May 2015,17:41:00,Customer Care Call,Sacramento,California,95841,Solved,No
286377,Misinformed Over and Over Again,2015-12-05,05 December 2015,17:37:11,Customer Care Call,Sacramento,California,95823,Solved,No
313938,Comcast/Xfinity,2015-05-29,29 May 2015,15:52:31,Internet,Sacramento,California,95829,Solved,No
339611,Comcast blocking HBOGO on Playstation 4 Consoles,2015-06-13,13 June 2015,22:34:53,Customer Care Call,Sacramento,California,95823,Open,No
354734,Comcast Internet Online Streaming,2015-06-21,21 June 2015,16:08:09,Customer Care Call,Sacramento,California,95829,Solved,No
362180,False Information Given Just To Get Me Set Up Service,2015-06-24,24 June 2015,14:33:57,Internet,Sacramento,California,95825,Solved,No
360778,Comcast speed throttling internet,2015-06-24,24 June 2015,02:41:23,Customer Care Call,Sacramento,California,95828,Pending,No
367371,Possible throttle,2015-06-26,26 June 2015,04:40:18,Customer Care Call,Sacramento,California,95826,Pending,No
373782,throttling and disconnections,2015-06-29,29 June 2015,22:15:02,Customer Care Call,Sacramento,California,95828,Pending,Yes
287937,Internet offer rescinded,2015-05-13,13 May 2015,14:37:25,Internet,Sacremento,California,95841,Solved,No
339548,Internet Throttling,2015-06-13,13 June 2015,21:21:20,Internet,Saint Albans,Vermont,5478,Open,No
361124,Comcast,2015-06-24,24 June 2015,10:05:59,Internet,Saint Anthony,Minnesota,55418,Solved,No
276683,comcast are crooks,2015-06-05,05 June 2015,16:32:18,Internet,Saint Cloud,Florida,34771,Closed,No
357746,Comcast price increase not in line with advertisement,2015-06-23,23 June 2015,10:59:51,Customer Care Call,Saint Paul,Minnesota,55108,Open,No
235807,Comcast internet service,2015-04-14,14 April 2015,19:36:44,Internet,Salem,Massachusetts,1970,Closed,No
222366,intermittant phone and internet,2015-07-04,04 July 2015,16:42:53,Customer Care Call,Salem,New Hampshire,3079,Closed,No
326985,Comcast ETF charge,2015-06-06,06 June 2015,16:29:43,Internet,Salem,Oregon,97301,Solved,No
262660,Being charged for a technician fee,2015-04-28,28 April 2015,18:49:13,Customer Care Call,Salinas,California,93906,Closed,No
311883,Comcast Internet Service,2015-05-28,28 May 2015,15:35:20,Customer Care Call,Saline,Michigan,48176,Open,No
255516,availabilty,2015-04-24,24 April 2015,14:34:07,Customer Care Call,Salisbury,Maryland,21804,Closed,No
344563,Internet,2015-06-16,16 June 2015,21:18:26,Customer Care Call,Salisbury,Maryland,21801,Solved,No
233296,Unauthorized 2-Year Contract With Comcast,2015-04-13,13 April 2015,18:45:12,Internet,Salt Lake City,Utah,84105,Closed,No
226023,Unwanted Email with no opt out options,2015-09-04,04 September 2015,11:31:22,Customer Care Call,Salt Lake City,Utah,84108,Closed,No
253290,Waive the Reoccuring charges,2015-04-23,23 April 2015,16:21:23,Customer Care Call,Salt Lake City,Utah,84102,Closed,No
261940,Difficulty with internet speeds,2015-04-28,28 April 2015,15:17:06,Internet,Salt Lake City,Utah,84110,Closed,No
279007,Comcast move,2015-07-05,05 July 2015,17:36:43,Internet,Salt Lake City,Utah,84115,Open,No
359071,Monopolistic Billing,2015-06-23,23 June 2015,15:50:04,Customer Care Call,Salt Lake City,Utah,84116,Solved,No
359367,Uncompetitive pricing of Comcast Internet services,2015-06-23,23 June 2015,16:55:57,Customer Care Call,Salt Lake City,Utah,84102,Solved,No
360219,Comcast forced me into a contract,2015-06-23,23 June 2015,21:35:25,Internet,Salt Lake City,Utah,84106,Solved,No
363567,Comcast,2015-06-24,24 June 2015,22:01:10,Customer Care Call,Salt Lake City,Utah,84102,Solved,No
264258,Repeated installation issue with Comcast Internet service,2015-04-29,29 April 2015,14:14:17,Internet,Sammamish,Washington,98075,Closed,Yes
242509,Ecobill discount,2015-04-17,17 April 2015,21:33:00,Internet,San Francisco,California,94122,Closed,No
245779,Horrible customer service from Comcast,2015-04-20,20 April 2015,18:45:21,Internet,San Francisco,California,94121,Closed,No
242571,Comcast Internet,2015-04-17,17 April 2015,23:00:15,Internet,San Francisco,California,94111,Closed,No
268669,Comcast,2015-01-05,05 January 2015,13:29:58,Internet,San Francisco,California,94114,Solved,No
281353,Comcast/Xfinity: Poor internet connection speed and poor customer service,2015-08-05,05 August 2015,20:45:17,Customer Care Call,San Francisco,California,94114,Closed,No
308648,I pay for 25Mbps internet but get less than 3Mbps,2015-05-27,27 May 2015,01:55:13,Internet,San Francisco,California,94114,Open,No
328364,Comcast - Billing for service that they cannot provide,2015-08-06,06 August 2015,13:25:40,Internet,San Francisco,California,94127,Solved,No
331768,Comcast Illegally Introduces Service Fees Without Notice or Customer Consent,2015-09-06,06 September 2015,21:40:24,Internet,San Francisco,California,94118,Solved,No
333882,Comcast changed my package and wants me to pay more,2015-10-06,06 October 2015,20:52:41,Customer Care Call,San Francisco,California,94109,Solved,No
352492,Comcast throttling or otherwise under-delivering internet service.,2015-06-19,19 June 2015,16:17:28,Customer Care Call,San Francisco,California,94109,Open,No
359857,Comcast refuses to lower my bill to prevoius agreement,2015-06-23,23 June 2015,19:16:25,Customer Care Call,San Francisco,California,94122,Solved,No
359987,Billing and deceitful practices by Comcast,2015-06-23,23 June 2015,19:58:50,Internet,San Francisco,California,94112,Solved,No
361965,Unfair Billing Practices engaged by Comcast/XFinity,2015-06-24,24 June 2015,13:39:33,Customer Care Call,San Francisco,California,94116,Solved,No
362015,Comcast overcharging despite regular calls and agreed upon price,2015-06-24,24 June 2015,13:52:19,Customer Care Call,San Francisco,California,94123,Solved,No
362908,Unclear Quoted Speeds and Prices,2015-06-24,24 June 2015,17:19:35,Internet,San Francisco,California,94107,Solved,Yes
362981,Comcast billing practices,2015-06-24,24 June 2015,17:41:38,Customer Care Call,San Francisco,California,94117,Solved,Yes
360757,Internet Issues With Comcast,2015-06-24,24 June 2015,02:23:18,Customer Care Call,San Francisco,California,94117,Solved,No
363743,Internet speed,2015-06-25,25 June 2015,00:45:43,Customer Care Call,San Francisco,California,94114,Open,No
368787,Awful Internet,2015-06-26,26 June 2015,16:24:07,Customer Care Call,San Francisco,California,94110,Pending,No
375439,Being charged incorrect price,2015-06-30,30 June 2015,16:31:30,Internet,San Francisco,California,94158,Solved,No
220289,False billing,2015-06-04,04 June 2015,17:46:04,Customer Care Call,San Jose,California,95131,Closed,Yes
226118,Postal Mail Ticket - #0057,2015-09-04,04 September 2015,11:47:10,Customer Care Call,San Jose,California,95131,Closed,Yes
241909,Comcast Xfinity Charges Consumer for Troubleshooting/Fixing its Own Problems,2015-04-17,17 April 2015,15:58:33,Internet,San Jose,California,95120,Closed,No
224872,recent hacking of email account,2015-08-04,04 August 2015,17:02:42,Customer Care Call,San Jose,California,95125,Closed,No
231549,Comcast Billing,2015-04-13,13 April 2015,03:13:19,Customer Care Call,San Jose,California,95112,Closed,No
255243,Internet service termination,2015-04-24,24 April 2015,13:22:00,Customer Care Call,San Jose,California,95148,Closed,No
270077,Unnecessary charge by Comcast for technician visit,2015-02-05,05 February 2015,14:21:09,Customer Care Call,San Jose,California,95113,Closed,No
282772,"RACIST CUSTOMER SERVICE FROM MANAGER SONIA AND EMPLOYEE ADRIANA COMCAST LOCATION ""999 Edgewater Blvd Foster City CA 94404""",2015-10-05,05 October 2015,23:05:18,Internet,San Jose,California,95123,Solved,No
318183,Fraudulent use of credit card and credit card information,2015-02-06,06 February 2015,06:29:07,Customer Care Call,San Jose,California,95134,Closed,No
325969,Reporting Comcast's Various Problems,2015-05-06,06 May 2015,17:02:43,Customer Care Call,San Jose,California,95134,Closed,No
349454,Comcast Billing Complaint,2015-06-18,18 June 2015,15:22:54,Customer Care Call,San Jose,California,95129,Open,Yes
348118,Postal Mail Ticket #2334,2015-06-18,18 June 2015,10:15:18,Customer Care Call,San Jose,California,95129,Open,Yes
358465,Double billing,2015-06-23,23 June 2015,13:52:47,Customer Care Call,San Jose,California,95136,Solved,No
359252,Refund issues,2015-06-23,23 June 2015,16:29:21,Customer Care Call,San Jose,California,95132,Solved,No
360274,Price Increase,2015-06-23,23 June 2015,21:58:56,Customer Care Call,San Jose,California,95112,Open,No
359652,Comcast Unfair Product Bundling,2015-06-23,23 June 2015,18:08:45,Internet,San Jose,California,95126,Solved,No
359923,Comcast not refunding deposit for cancelled Internet,2015-06-23,23 June 2015,19:35:09,Customer Care Call,San Jose,California,95135,Solved,No
360797,Comcast artificially inflating prices of Internet only services,2015-06-24,24 June 2015,03:15:47,Customer Care Call,San Jose,California,95126,Open,No
360606,Extremely slow internet and no aid from Comcast,2015-06-24,24 June 2015,00:11:41,Customer Care Call,San Jose,California,95120,Solved,Yes
363769,Throttling/drastic reduction of speeds,2015-06-25,25 June 2015,02:04:32,Internet,San Jose,California,95121,Solved,Yes
275947,Comcast FRAUD,2015-06-05,05 June 2015,13:04:24,Customer Care Call,San Leandro,California,94579,Closed,No
360756,Comcast forces rep visit then goes back on their promise,2015-06-24,24 June 2015,02:23:10,Customer Care Call,San Leandro,California,94578,Solved,No
236729,COMCAST DENIES PROVIDING OFFERED SERVICE,2015-04-15,15 April 2015,11:38:40,Customer Care Call,San Mateo,California,94404,Closed,No
338467,Cable internet unavailable,2015-12-06,06 December 2015,21:18:18,Internet,San Mateo,California,94402,Closed,No
360209,unfair pricing and raising of pricing and charging without permission,2015-06-23,23 June 2015,21:31:05,Customer Care Call,San Mateo,California,94403,Solved,No
369601,Concern about Comcast Internet Modem Billing Practices,2015-06-27,27 June 2015,02:40:23,Customer Care Call,San Mateo,California,94401,Solved,No
370302,Unfair fees?,2015-06-27,27 June 2015,17:33:51,Customer Care Call,San Mateo,California,94403,Solved,No
364260,Slow Internet speed,2015-06-25,25 June 2015,11:20:19,Customer Care Call,San Rafael,California,94901,Open,No
370299,Comcast changes bill prices without my consent,2015-06-27,27 June 2015,17:33:17,Internet,San Rafael,California,94903,Open,No
258662,false claims of internet speed tier,2015-04-27,27 April 2015,11:58:32,Internet,San Ramon,California,94582,Closed,No
329234,Poor Interent Connection-equipment failure slow speed,2015-08-06,06 August 2015,18:14:04,Internet,San Ramon,California,94583,Closed,No
334953,Comcast False & Misleading sale practice,2015-11-06,06 November 2015,14:13:07,Internet,San Ramon,California,94582,Solved,No
345891,misleading sales practice and advertising,2015-06-17,17 June 2015,14:17:34,Internet,San Ramon,California,94582,Closed,No
362791,"Comcast sold me a ""package"" knowing it wouldn't work for me and proceeded to charge me more and attempt to tack on fees for their mistake",2015-06-24,24 June 2015,16:49:19,Customer Care Call,San Ramon,California,94582,Open,No
360597,Comcast bill way too high for such slow speeds,2015-06-24,24 June 2015,00:09:01,Customer Care Call,Sandy,Utah,84094,Open,No
240275,Comcast blocking HBO GO access on Playstation 4,2015-04-16,16 April 2015,18:13:05,Customer Care Call,Sandy Springs,Georgia,30350,Closed,No
298256,Comcast Xfinity Data Cap in Atlanta GA,2015-05-19,19 May 2015,21:25:48,Customer Care Call,Sandy Springs,Georgia,30342,Solved,No
363682,Comcast Data Caps,2015-06-24,24 June 2015,23:34:14,Internet,Sandy Springs,Georgia,30328,Pending,No
367260,Comcast ignores my requests to cancel a service and instead added product to my bill and increased the monthly cost.,2015-06-25,25 June 2015,23:12:23,Internet,Sandy Springs,Georgia,31150,Open,No
220760,Being Charged for High Speed Internet and Services are not Rendered,2015-06-04,04 June 2015,21:59:05,Internet,Sanger,California,93657,Closed,No
342274,Internet unreliable,2015-06-15,15 June 2015,20:12:55,Internet,Sanger,California,93657,Open,No
359280,Price of Internet service,2015-06-23,23 June 2015,16:36:53,Customer Care Call,Santa Clara,California,95051,Open,No
359993,closed account,2015-06-23,23 June 2015,20:00:05,Internet,Santa Clara,California,95051,Solved,No
360705,Comcast inflated internet pricing,2015-06-24,24 June 2015,01:23:10,Internet,Santa Clara,California,95054,Open,No
360684,Expensive Internet Service for average speed,2015-06-24,24 June 2015,01:05:25,Internet,Santa Clara,California,95051,Open,No
374393,Comcast pricing practices,2015-06-30,30 June 2015,11:54:33,Customer Care Call,Santa Clara,California,95054,Open,No
360315,Pricing and lies,2015-06-23,23 June 2015,22:15:10,Customer Care Call,Santa Cruz,California,95060,Solved,No
360375,Charge for service they won't deliver,2015-06-23,23 June 2015,22:36:45,Customer Care Call,Santa Cruz,California,95065,Open,No
361828,Comcast throttles Santa Cruz CA to 30Mbits claims we get 50Mbits,2015-06-24,24 June 2015,13:05:46,Internet,Santa Cruz,California,95062,Solved,No
362758,Comcast Misrepresenting Speeds in Santa Cruz CA,2015-06-24,24 June 2015,16:43:36,Customer Care Call,Santa Cruz,California,95062,Solved,No
363269,Comcast wrong advertised speeds,2015-06-24,24 June 2015,19:26:03,Customer Care Call,Santa Cruz,California,95060,Open,No
366448,Misrepresented Internet Speed,2015-06-25,25 June 2015,17:08:03,Customer Care Call,Santa Cruz,California,95060,Solved,No
373541,Being charged for internet speeds that equipment can not deliver,2015-06-29,29 June 2015,19:31:48,Customer Care Call,Santa Cruz,California,95060,Open,No
215057,Huge number of lies from Comcast,2015-02-04,04 February 2015,17:35:48,Customer Care Call,Santa Fe,New Mexico,87507,Closed,No
329212,Comcast Internet and TV,2015-08-06,06 August 2015,18:03:14,Customer Care Call,Santa Fe,New Mexico,87507,Solved,No
343521,Poor internet reception,2015-06-16,16 June 2015,14:34:55,Customer Care Call,Santa Fe,New Mexico,87501,Open,No
360587,Overcharging and shitty service,2015-06-24,24 June 2015,00:06:22,Internet,Santa Fe,New Mexico,87505,Solved,No
373570,Comcast bait and switch,2015-06-29,29 June 2015,19:47:55,Internet,Santa Fe,New Mexico,87505,Solved,No
331416,Comcast Issues,2015-09-06,06 September 2015,19:00:18,Internet,Santa Fe,Texas,77510,Closed,No
373855,Throttled connection at peak time,2015-06-30,30 June 2015,00:00:57,Customer Care Call,Santa Maria,California,93458,Pending,No
349270,Comcast,2015-06-18,18 June 2015,14:54:44,Internet,Santa Rosa,California,95403,Solved,No
359612,Price manipulation,2015-06-23,23 June 2015,17:58:13,Customer Care Call,Santa Rosa,California,95407,Solved,No
361718,charges for internet service are bogus,2015-06-24,24 June 2015,12:39:35,Customer Care Call,Sarasota,Florida,34237,Solved,No
316973,EXTREMELY slow Comcast Internet Connection...Have tried to have fixed but no one comes,2015-01-06,06 January 2015,14:34:34,Internet,Sarasota,Florida,34232,Closed,No
213120,Data Overages,2015-01-04,04 January 2015,20:05:57,Internet,Savannah,Georgia,31406,Closed,No
215649,Internet service disconnected accidentally by Comcast personnel. Poor service.,2015-03-04,04 March 2015,00:04:28,Internet,Savannah,Georgia,31405,Closed,No
230442,Intenet Advertised rate versus customer service phone quote with Comcast XFINITY,2015-11-04,04 November 2015,12:42:17,Internet,Savannah,Georgia,31419,Closed,No
257104,Comcast,2015-04-25,25 April 2015,16:01:38,Customer Care Call,Savannah,Georgia,31406,Closed,No
306396,Customer Service & Billing,2015-05-26,26 May 2015,08:47:55,Internet,Savannah,Georgia,31410,Solved,No
308746,Service issues,2015-05-27,27 May 2015,09:16:59,Internet,Savannah,Georgia,31419,Open,No
336532,Billing & Customer Service Issues,2015-12-06,06 December 2015,11:17:31,Internet,Savannah,Georgia,31406,Solved,No
359832,Outrageous billing costs and Data caps,2015-06-23,23 June 2015,19:09:44,Internet,Savannah,Georgia,31401,Pending,No
365373,Falsifying Plan Rates and Charges,2015-06-25,25 June 2015,14:13:31,Internet,Savannah,Georgia,31401,Open,No
369310,comcast data cap,2015-06-26,26 June 2015,20:10:39,Internet,Savannah,Georgia,31419,Solved,No
371792,Bait and switch service,2015-06-29,29 June 2015,11:13:48,Customer Care Call,Savannah,Georgia,31401,Pending,No
373607,Unable to change my service,2015-06-29,29 June 2015,20:21:12,Customer Care Call,Savannah,Georgia,31410,Open,No
358520,Comcast bill and service disclosure,2015-06-23,23 June 2015,14:05:40,Customer Care Call,Scappoose,Oregon,97056,Solved,No
211255,Comcast harassment,2015-01-04,04 January 2015,00:18:47,Customer Care Call,Schaumburg,Illinois,60193,Closed,No
284663,Complaint regarding billing practices,2015-11-05,05 November 2015,21:39:36,Customer Care Call,Schaumburg,Illinois,60193,Solved,No
328348,Complaint against Comcast for provisioning of Internet Service ar Residential Address,2015-08-06,06 August 2015,13:18:19,Customer Care Call,Schaumburg,Illinois,60193,Solved,No
353209,Install Gone Bad,2015-06-19,19 June 2015,21:35:48,Internet,Schaumburg,Illinois,60173,Solved,No
360692,Comcast's unfair pricing,2015-06-24,24 June 2015,01:11:15,Customer Care Call,Schaumburg,Illinois,60193,Solved,No
263241,needed tech suport,2015-04-29,29 April 2015,06:53:14,Customer Care Call,Scituate,Massachusetts,2066,Closed,No
277390,Speed Misrepresentation,2015-06-05,05 June 2015,21:59:29,Customer Care Call,Scotts Valley,California,95066,Closed,No
347759,Fraudulent advertising,2015-06-18,18 June 2015,01:32:54,Internet,Scotts Valley,California,95066,Open,No
319255,Deceptive sales practices,2015-02-06,06 February 2015,16:02:04,Customer Care Call,Scranton,Pennsylvania,18510,Closed,No
325642,Comcast Trespassing,2015-05-06,06 May 2015,15:02:15,Internet,Scranton,Pennsylvania,18509,Closed,No
218949,Internet issues and Customer Service issues,2015-06-04,04 June 2015,10:32:55,Customer Care Call,Seabrook,Texas,77586,Closed,No
364450,Complaints against Comcat,2015-06-25,25 June 2015,12:07:17,Internet,Seaford,Delaware,19973,Solved,No
233754,charge for equipment from comcast i was not made aware when i ordered it,2015-04-14,14 April 2015,02:06:21,Internet,Seatac,Washington,98168,Closed,No
320969,XFINITY is charging me more money for my account than what it should be,2015-03-06,06 March 2015,13:17:41,Internet,Seatac,Washington,98188,Solved,No
359028,Comcast,2015-06-23,23 June 2015,15:40:51,Internet,Seattle,North Carolina,98144,Solved,No
231061,Failure of service from Comcast,2015-12-04,04 December 2015,05:51:48,Customer Care Call,Seattle,Washington,98136,Closed,No
231062,Failure of service from Comcast,2015-12-04,04 December 2015,05:51:50,Internet,Seattle,Washington,98136,Closed,No
238513,Comcast.,2015-04-16,16 April 2015,03:21:48,Internet,Seattle,Washington,98178,Closed,No
229036,Internet speeds less than what we are paying for after canceling cable tv service,2015-10-04,04 October 2015,14:29:39,Customer Care Call,Seattle,Washington,98107,Closed,No
305301,ComCast continues to bill me though I canceled months ago,2015-05-24,24 May 2015,13:04:12,Internet,Seattle,Washington,98109,Solved,No
321676,Billing & Internet Service Issues with Comcast in Seattle WA,2015-03-06,06 March 2015,16:38:14,Internet,Seattle,Washington,98117,Closed,No
326414,Comcast repeatedly failing to install Internet service,2015-05-06,06 May 2015,22:06:10,Customer Care Call,Seattle,Washington,98112,Solved,No
344732,Slow Internet Speed,2015-06-17,17 June 2015,00:35:46,Internet,Seattle,Washington,98103,Solved,No
359984,Comcast's egregious billing techniques,2015-06-23,23 June 2015,19:57:52,Internet,Seattle,Washington,98125,Open,No
360176,Comcast's unfair billing practices,2015-06-23,23 June 2015,21:23:05,Internet,Seattle,Washington,98106,Solved,No
360526,Slow Internet,2015-06-23,23 June 2015,23:29:52,Customer Care Call,Seattle,Washington,98012,Open,No
366821,slow routing dropped packets,2015-06-25,25 June 2015,19:01:59,Internet,Seattle,Washington,98109,Solved,Yes
372108,Comcast Re-Escalation of Case # ESL01877347 - ORR,2015-06-29,29 June 2015,12:42:54,Internet,Seattle,Washington,98178,Open,No
239267,Comcast No Show's,2015-04-16,16 April 2015,13:21:43,Internet,Sebring,Florida,33870,Closed,Yes
268873,Fraudulent Billing,2015-01-05,05 January 2015,14:42:34,Customer Care Call,Secaucus,New Jersey,7094,Solved,No
306934,Internet Connectivity,2015-05-26,26 May 2015,12:09:32,Internet,Secaucus,New Jersey,7094,Solved,No
260733,Data Usage Meter,2015-04-28,28 April 2015,09:35:30,Customer Care Call,Senatobia,Mississippi,38668,Closed,No
316257,Comcast Data Usage Meter,2015-01-06,06 January 2015,09:44:42,Customer Care Call,Senatobia,Mississippi,38668,Open,No
376228,Comcast/Xfinity Internet Data Cap,2015-06-30,30 June 2015,22:06:30,Internet,Senoia,Georgia,30276,Pending,No
371378,threat of shutting off service of phoneinternet and TV,2015-06-28,28 June 2015,23:02:02,Internet,Sharon,Connecticut,6069,Pending,No
256671,Comcast Data usage plan limit,2015-04-25,25 April 2015,09:35:16,Customer Care Call,Sharpsburg,Georgia,30277,Closed,No
219826,BAD SERVICE/ PLEASE HELP,2015-06-04,04 June 2015,15:21:56,Customer Care Call,Shelby Township,Michigan,48317,Closed,No
362231,Improper modems,2015-06-24,24 June 2015,14:45:12,Internet,Shelby Township,Michigan,48317,Solved,No
338800,Comcast blocking HBO GO on Playstation,2015-06-13,13 June 2015,10:15:06,Internet,Shelbyville,Indiana,46176,Solved,No
215141,Comcast run around,2015-02-04,04 February 2015,18:13:28,Internet,Sheridan,Colorado,80110,Closed,No
218168,Multiple Unauthorized and Unwarranted Credit Checks,2015-04-04,04 April 2015,20:10:35,Customer Care Call,Shoreview,Minnesota,55126,Closed,No
235629,Comcast Cable Billing Fraud,2015-04-14,14 April 2015,18:02:57,Customer Care Call,Shreveport,Louisiana,71106,Closed,No
246762,Comcast billing past disconnection time,2015-04-21,21 April 2015,11:24:34,Internet,Shreveport,Louisiana,71118,Closed,Yes
306916,Comcast will not allow me to cancel my internet service.,2015-05-26,26 May 2015,11:58:57,Internet,Shreveport,Louisiana,71106,Solved,Yes
345470,DSL,2015-06-17,17 June 2015,12:42:56,Customer Care Call,Shreveport,Louisiana,71105,Closed,No
361703,Contract,2015-06-24,24 June 2015,12:36:04,Customer Care Call,Shreveport,Louisiana,71115,Solved,No
267527,Comcast over charging,2015-04-30,30 April 2015,19:52:57,Customer Care Call,Silver City,New Mexico,88061,Closed,No
223036,Access issues have returned,2015-07-04,04 July 2015,21:57:32,Customer Care Call,Silver Spring,Maryland,20910,Closed,No
257349,Comcast Internet Service,2015-04-25,25 April 2015,20:09:47,Internet,Silver Spring,Maryland,20903,Open,No
293593,email sdervice,2015-05-16,16 May 2015,18:05:47,Customer Care Call,Sinking Spring,Pennsylvania,10608,Open,No
373797,Complaint against Comcast,2015-06-29,29 June 2015,22:37:26,Internet,Skokie,Illinois,60203,Closed,No
216841,Internet Speed,2015-03-04,04 March 2015,16:04:30,Internet,Slc,Utah,84124,Closed,No
370691,Comcast Internet Complaint,2015-06-28,28 June 2015,01:23:56,Customer Care Call,Slc,Utah,84105,Open,No
374352,Comcast service agreement,2015-06-30,30 June 2015,11:43:16,Customer Care Call,Slc,Utah,84109,Solved,No
343068,Comcast Service,2015-06-16,16 June 2015,12:02:39,Internet,Smyrna,Delaware,19977,Solved,No
373980,Comcast 300GB CAP,2015-06-30,30 June 2015,08:15:55,Customer Care Call,Smyrna,Georgia,30080,Pending,No
223158,Internet Essentials,2015-08-04,04 August 2015,00:26:24,Internet,Smyrna,Tennessee,37167,Closed,No
360825,Cap complaints,2015-06-24,24 June 2015,04:14:57,Customer Care Call,Smyrna,Tennessee,37167,Open,Yes
370900,Comcast Data Caps,2015-06-28,28 June 2015,13:11:51,Internet,Smyrna,Tennessee,37167,Solved,No
315515,continue to be scared by comcast,2015-05-30,30 May 2015,23:58:23,Internet,Snellville,Georgia,30078,Pending,No
364194,Price Plans,2015-06-25,25 June 2015,11:00:28,Customer Care Call,Snellville,Georgia,30078,Solved,No
371259,Complaint against Comcast Corporation,2015-06-28,28 June 2015,20:06:28,Internet,Snellville,Georgia,30039,Open,No
358524,Pricing discrimination/ monopolistic behavior in an oligopolistic market,2015-06-23,23 June 2015,14:07:44,Customer Care Call,Snoqualmie,Washington,98065,Solved,No
342060,Internet much slower than advertised,2015-06-15,15 June 2015,18:16:49,Internet,Somers,New York,10589,Solved,No
359191,Cheating in Bundle Service Pricing,2015-06-23,23 June 2015,16:16:44,Internet,Somerset,New Jersey,8873,Open,No
